Original ID,Master Question,Category,Ground Truth,Answer,Source,has_ground_truth
R28,Nhà trường yêu cầu phối hợp những lực lượng nào trong công tác phòng chống bạo lực học đường và tệ nạn xã hội?,other,"- Triển khai các hoạt động phối hợp giữa nhà trường, gia đình và xã hội trong phòng chống bạo lực học đường, tội phạm, tệ nạn xã hội.",,02_1470KHTH_06-05-2024_llp.md,True
R29,Công nghệ thông tin và chuyển đổi số được sử dụng như thế nào để phòng chống bạo lực học đường?,other,"- Tăng cường chuyển đổi số gắn với giải pháp cụ thể để hỗ trợ các bên liên quan trong việc quản lý sử dụng internet, mạng xã hội an toàn cho học sinh, sinh viên.
- Triển khai và hỗ trợ ứng dụng công nghệ thông tin nhằm tăng cường kết nối thường xuyên, liên tục, đảm bảo an toàn giữa nhà trường, gia đình và các lực lượng xã hội; tăng cường kiểm soát các luồng thông tin không chính thống có tính chất kích động bạo lực, lôi kéo tham gia hành vi phạm tội và các tệ nạn xã hội.",,02_1470KHTH_06-05-2024_llp.md,True
R30,"Phòng Công tác Sinh viên có trách nhiệm tổ chức, kiểm tra, giám sát và đánh giá công tác phối hợp nào trong Kế hoạch 1470?",other,"- Tổ chức thực hiện, kiểm tra, giám sát, đánh giá công tác phối hợp giữa nhà trường, gia đình, xã hội trong phòng chống bạo lực học đường, phòng ngừa tội phạm và tệ nạn xã hội trong học sinh, sinh viên.",,02_1470KHTH_06-05-2024_llp.md,True
R31,Quyết định 17/QĐ-HSV về tiêu chuẩn Sinh viên 5 tốt có hiệu lực thi hành kể từ năm học nào?,other,#### Điều 2. Quyết định có hiệu lực thi hành kể từ năm học 2025-2026.,,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R32,Tiêu chuẩn Đạo đức tốt yêu cầu điểm rèn luyện trung bình cộng đạt từ bao nhiêu điểm?,other,"(1.1) Điểm rèn luyện trung bình cộng của học kỳ 3 năm học trước, học kỳ 1 và 2 năm học xét đạt từ 85 điểm trở lên.",,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R33,"Đối với sinh viên năm nhất, tiêu chí điểm rèn luyện của Đạo đức tốt xét những học kỳ nào?",other,"\*Lưu ý: Đối với sinh viên năm nhất, tiêu chí **(1.1)** chỉ xét điểm của học kỳ 1 và 2 năm học xét.",,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R34,Tiêu chuẩn Học tập tốt yêu cầu điểm trung bình cộng đạt từ mức nào?,other,"**2. Tiêu chuẩn Học tập tốt:** Điểm trung bình cộng của học kỳ 3 năm học trước, học kỳ 1 và 2 năm học xét đạt từ 3.0 trở lên.",,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R35,"Để đáp ứng lưu ý của tiêu chuẩn Học tập tốt, mỗi học kỳ sinh viên cần học ít nhất bao nhiêu tín chỉ?",other,"- \+ Số tín chỉ trong mỗi học kỳ bằng hoặc lớn hơn 12 tín chỉ. Đối với những trường hợp đặc biệt, hội đồng xét Đại học Cần Thơ sẽ ghi nhận và xem xét.",,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R36,Sinh viên có thể đạt tiêu chuẩn Thể lực tốt thông qua học phần Giáo dục thể chất với điều kiện nào?,other,**(3.1)** Trong năm học phải học ít nhất 01 học phần Giáo dục thể chất (học phần có rèn luyện thể lực) và đạt điểm B trở lên.,,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R37,Một cách để đạt tiêu chuẩn Tình nguyện tốt là tham gia ít nhất bao nhiêu ngày tình nguyện?,other,**(4.2)** Tham gia ít nhất 03 ngày tình nguyện,,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R38,"Theo bảng quy đổi ngoại ngữ, sinh viên năm 1 và 2 cần IELTS hoặc TOEIC ở mức nào?",other,"| Sinh viên năm 1, 2 | A2 | 4.0 | 400 | 96 CBT,<br/>30 iBT,<br/>360 ITP | DELF A2 | HSK cấp 2 | TOPIK 2 | JLPT N5 |",,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R39,Chứng chỉ tin học quốc tế nào được chấp nhận trong tiêu chuẩn Tin học của Sinh viên 5 tốt?,other,"(5.2.2) Đạt chứng chỉ tin học quốc tế IC3 hoặc MOS (Word, Excel, Powerpoint).",,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R40,Thành tích và minh chứng dùng xét danh hiệu Sinh viên 5 tốt được ghi nhận trong khoảng thời gian nào?,other,- Tất cả các thành tích xét trao các danh hiệu và minh chứng kèm theo được ghi nhận từ ngày 01/8 năm trước tới 01/8 năm xét trao danh hiệu.,,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R41,Phiếu đăng ký ở Ký túc xá này dành cho đối tượng sinh viên nào?,other,,,,False
R42,Phiếu đăng ký KTX yêu cầu sinh viên cung cấp những thông tin liên hệ nào?,other,,,,False
R43,Người đăng ký KTX cam kết điều gì trên phiếu đăng ký?,other,,,,False
R44,Quy trình xét miễn và công nhận điểm học phần được thực hiện vào khoảng thời gian nào trong học kỳ?,academic_rules,- Thời gian thực hiện quy trình này là khi bắt đầu học kỳ đến khi sắp kết thúc mỗi học kỳ.,,qt_xet_mien_HP_llp.md,True
R45,Quy trình xét miễn và công nhận điểm học phần áp dụng cho những sinh viên nào?,academic_rules,- Áp dụng cho tất cả sinh viên có nhu cầu xét miễn và công nhận điểm học phần. (Đối với học kỳ đầu của tân sinh viên sẽ có thông báo hướng dẫn riêng).,,qt_xet_mien_HP_llp.md,True
R46,"Trong quy trình xét miễn học phần, chữ viết tắt TXMHP có nghĩa là gì?",academic_rules,- TXMHP : Tổ xét miễn học phần,,qt_xet_mien_HP_llp.md,True
R47,"Ở bước đầu của quy trình xét miễn và công nhận điểm học phần, sinh viên nộp đơn cho ai và đơn được chuyển đến đâu?",academic_rules,- SV nộp đơn đề nghị xét miễn và công nhận điểm học phần (*mẫu 1 hoặc 2*) cho CVHT. CVHT tập hợp đơn và chuyển TXMHP của ĐVQLN.,,qt_xet_mien_HP_llp.md,True
R48,Tổ xét miễn học phần phải làm gì sau khi kiểm tra và xét duyệt hồ sơ?,academic_rules,"- TXMHP kiểm tra, xét duyệt; gửi biên bản (*mẫu 3*), hồ sơ có liên quan và danh sách được xét miễn và công nhận điểm học phần (*kèm e-file*) về PĐT.",,qt_xet_mien_HP_llp.md,True
R49,Phòng Đào tạo thực hiện những công việc nào trước khi sinh viên kiểm tra kết quả xét miễn học phần?,academic_rules,"- PĐT kiểm tra và phản hồi về ĐVQLN.
- PĐT cập nhật kết quả vào hệ thống quản lý.",,qt_xet_mien_HP_llp.md,True
R50,"Theo lưu đồ, sinh viên nộp đơn xét miễn và công nhận điểm học phần trong khoảng tuần nào của học kỳ chính?",academic_rules,"| 1                                                                | Gửi yêu cầu                                                      | Nộp đơn xét miễn và công nhận điểm học phần                         | Sinh viên, CVHT                                                              | Tuần 01 đến tuần 08 của học kỳ chính                                     | Mẫu 1 hoặc Mẫu 2                                                |",,qt_xet_mien_HP_llp.md,True
R51,"Nếu xin xét miễn do đã tích lũy học phần ở một cơ sở đào tạo đại học trước đây, sinh viên nộp đơn qua ai và phải đính kèm giấy tờ gì?",academic_rules,"- Sinh viên nộp đơn này cho Khoa/Viện/Bộ môn thông qua Quý Thầy, Cô là cố vấn học tập của lớp.
- Đơn có đính kèm theo bản sao chứng chỉ và bảng điểm của cơ sở đào tạo bậc đại học trước đây (*có thị thực*).",,qt_xet_mien_HP_llp.md,True
R52,Sinh viên xin phép vắng thi kết thúc học phần được đề nghị bảo lưu kết quả nào và nhận điểm gì?,academic_rules,"Tôi kính đơn này đến Ban Chủ nhiệm Khoa, Phòng Đào tạo và quý Thầy/Cô giảng dạy học phần: 								Mã số HP: , cho phép tôi không thi kết thúc học phần, được bảo lưu kết quả đánh giá giữa kỳ và nhận điểm I cho học phần này trong học kỳ ......, năm học: ............. Trong thời hạn 1 năm tiếp theo, tôi sẽ dự thi để hoàn tất điểm học phần. Nếu quá thời hạn trên, tôi không hoàn tất điểm học phần này thì điểm I sẽ được chuyển **thành điểm F.**",,MauDon_diemI_llp.md,True
R53,"Sau khi được nhận điểm I do vắng thi, sinh viên có tối đa bao lâu để dự thi hoàn tất điểm học phần?",academic_rules,"Tôi kính đơn này đến Ban Chủ nhiệm Khoa, Phòng Đào tạo và quý Thầy/Cô giảng dạy học phần: 								Mã số HP: , cho phép tôi không thi kết thúc học phần, được bảo lưu kết quả đánh giá giữa kỳ và nhận điểm I cho học phần này trong học kỳ ......, năm học: ............. Trong thời hạn 1 năm tiếp theo, tôi sẽ dự thi để hoàn tất điểm học phần. Nếu quá thời hạn trên, tôi không hoàn tất điểm học phần này thì điểm I sẽ được chuyển **thành điểm F.**",,MauDon_diemI_llp.md,True
R54,Nếu quá thời hạn một năm mà sinh viên chưa hoàn tất học phần có điểm I thì điểm đó được xử lý thế nào?,academic_rules,"-Khi SV hoàn thành và có điểm của học phần, CBGD gửi điểm cho Giáo vụ đơn vị để tổng hợp vào cuối mỗi học kỳ, nếu quá thời hạn 1 năm điểm sẽ không được công nhận và điểm I sẽ được chuyển thành điểm F.",,MauDon_diemI_llp.md,True
R55,"Khi nêu lý do vắng thi, sinh viên phải đính kèm gì?",academic_rules,"*Lý do vắng thi:*
*(đính kèm giấy xác nhận minh chứng lý do).*",,MauDon_diemI_llp.md,True
R56,Đơn đề nghị xét và công nhận điểm M này áp dụng cho các loại chứng chỉ nào?,academic_rules,"## do có chứng chỉ Ngoại ngữ, Tin học, GDQP, GDTC",,DonDeNghi_Diem_M_Chungchi_llp.md,True
R57,Sinh viên nộp đơn xét điểm M kèm bản photo chứng chỉ cho ai?,academic_rules,"- Sinh viên nộp đơn có đính kèm theo bản photo Chứng chỉ *(không cần công chứng)* cho Trợ lý giáo vụ của đơn vị đào tạo. SV lưu ý mang theo Bản chính chứng chỉ để đối chiếu khi nộp đơn. - Sau khi Thủ trưởng đơn vị đào tạo ký duyệt, đơn có đính kèm theo bản photo Chứng chỉ được đơn vị đào tạo chuyển cho Phòng Đào tạo để nhập điểm M cho các học phần tương ứng.",,DonDeNghi_Diem_M_Chungchi_llp.md,True
R58,Bản photo chứng chỉ nộp kèm đơn xét điểm M có cần công chứng không và sinh viên phải mang theo gì để đối chiếu?,academic_rules,- Sinh viên nộp đơn có đính kèm theo bản photo Chứng chỉ *(không cần công chứng)* cho Trợ lý giáo vụ của đơn vị đào tạo. SV lưu ý mang theo Bản chính chứng chỉ để đối chiếu khi nộp đơn.,,DonDeNghi_Diem_M_Chungchi_llp.md,True
R59,"Sau khi thủ trưởng đơn vị đào tạo ký duyệt, hồ sơ xét điểm M được chuyển đến đâu để nhập điểm?",academic_rules,"- Sau khi Thủ trưởng đơn vị đào tạo ký duyệt, đơn có đính kèm theo bản photo Chứng chỉ được đơn vị đào tạo chuyển cho Phòng Đào tạo để nhập điểm M cho các học phần tương ứng.",,DonDeNghi_Diem_M_Chungchi_llp.md,True
R60,Tiêu chuẩn chung của Tập thể Sinh viên 5 tốt yêu cầu bao nhiêu phần trăm sinh viên tham gia phong trào “Sinh viên 5 tốt”?,other,- 80% sinh viên tham gia phong trào “Sinh viên 5 tốt”.,,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R61,Tập thể Sinh viên 5 tốt phải có ít nhất bao nhiêu sinh viên đạt danh hiệu “Sinh viên 5 tốt” cấp Thành phố trở lên?,other,- Ít nhất 01 sinh viên đạt danh hiệu “Sinh viên 5 tốt” cấp Thành phố trở lên.,,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R62,"Liên chi hội, Chi hội và các CLB, Đội Nhóm trực thuộc Hội Sinh viên Việt Nam Đại học Cần Thơ cần có ít nhất bao nhiêu phần trăm sinh viên đạt danh hiệu “Sinh viên 5 tốt” Đại học Cần Thơ?",other,"| Liên chi hội, Chi hội và các CLB, Đội Nhóm trực thuộc Hội Sinh viên Việt Nam Đại học Cần Thơ. | Có ít nhất 30% sinh viên đạt danh hiệu “Sinh viên 5 tốt” Đại học Cần Thơ. |",,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R63,Cá nhân đạt danh hiệu “Sinh viên 5 tốt” Đại học Cần Thơ trong 03 năm học trở lên sẽ được đề xuất nhận hình thức khen thưởng nào?,other,- Đối với các cá nhân đạt Danh hiệu “Sinh viên 5 tốt” Đại học Cần Thơ trong 03 năm học trở lên sẽ được đề xuất nhận Giấy khen của Hiệu trưởng Đại học Cần Thơ.,,17 - QD ban hanh SV5T DHCT giai doan 2025-2028.signed_llp.md,True
R64,Một điều kiện về số tín chỉ để sinh viên được xét học bổng khuyến khích học tập là gì?,academic_rules,- Có số TC đăng ký tối thiểu trong HK trước đó là 12 TC (*trừ trường hợp do Trường bố trí*);,,quychehocvu.md,True
R65,"Khi gặp khó khăn đột xuất về kinh tế, sinh viên cần làm gì để được Hiệu trưởng xem xét hỗ trợ từ Quỹ hỗ trợ sinh viên?",academic_rules,"3. Quỹ hỗ trợ SV: khi gặp khó khăn đột xuất về kinh tế, SV có thể làm đơn trình bày rõ hoàn cảnh khó khăn, có xác nhận của CVHT và trưởng đơn vị đào tạo để Hiệu trưởng xem xét.",,quychehocvu.md,True
R66,"Theo Quy định công tác học vụ, những nhóm sinh viên nào thuộc đối tượng được hưởng trợ cấp xã hội?",academic_rules,4. Trợ cấp xã hội: đối tượng được hưởng trợ cấp xã hội là SV dân tộc ít người ở vùng cao; SV mồ côi cả cha lẫn mẹ; SV tàn tật trên 41%; SV thuộc hộ nghèo theo quy định.,,quychehocvu.md,True
R67,Học phí của sinh viên được tính theo căn cứ nào trong mỗi học kỳ và mức học phí do ai quyết định?,academic_rules,1. Học phí đóng theo HK và tính theo tổng số TC mà SV đã đăng ký học ở HK đó. Mức học phí do Hiệu trưởng quyết định.,,quychehocvu.md,True
R68,Mỗi sinh viên chính quy của Trường Đại học Cần Thơ được cấp những tài khoản hoặc định danh nào để sử dụng trong quá trình học?,academic_rules,"Sinh viên hình thức chính quy của Trường ĐHCT là những người đã trúng tuyển kỳ thi tuyển sinh hoặc được xét tuyển và có quyết định thu nhận vào học hình thức chính quy của Trường. Mỗi SV sẽ được cấp một mã số SV, thẻ SV, tài khoản máy tính và địa chỉ thư điện tử (*email*) để sử dụng trong suốt quá trình theo học tại Trường.",,quychehocvu.md,True
R69,Tổng khối lượng chương trình đào tạo được thực hiện bằng phương thức trực tuyến thông thường không được vượt quá bao nhiêu phần trăm?,academic_rules,"Một số học phần thuộc CTĐT có thể được tổ chức lớp học bằng phương thức dạy và học trực tuyến một phần hoặc toàn bộ học phần khi đáp ứng các quy định hiện hành. Những nội dung dạy và học trực tuyến được ghi trong đề cương chi tiết học phần. Tổng khối lượng (tính theo TC) được thực hiện bằng phương thức dạy và học trực tuyến không quá 30% khối lượng của CTĐT. Trong trường hợp thiên tai, dịch bệnh phức tạp và các trường hợp bất khả kháng khác, Trường ĐHCT có thể thực hiện việc dạy và học bằng phương thức trực tuyến theo yêu cầu và hướng dẫn của Nhà nước.",,quychehocvu.md,True
R70,"Với chương trình đào tạo có thời gian thiết kế 4 năm, thời gian học tập tối đa để hoàn thành chương trình là bao lâu?",academic_rules,| 4 năm | 8 năm |,,quychehocvu.md,True
R71,"Theo Quy định công tác học vụ, mỗi năm học của sinh viên chính quy được tổ chức thành mấy học kỳ và gọi là gì?",academic_rules,"1. Mỗi năm học được tổ chức thành 03 HK gọi là Học kỳ 1, Học kỳ 2 và Học kỳ 3.",,quychehocvu.md,True
R72,Học phần tiên quyết được định nghĩa như thế nào?,academic_rules,4. Học phần tiên quyết của học phần HPxxx là học phần mà SV phải tích lũy mới được đăng ký học học phần HPxxx.,,quychehocvu.md,True
R73,Những học phần điều kiện nào được nêu trong quy định và kết quả của chúng có được tính vào ĐTBCTL không?,academic_rules,"6. Học phần điều kiện (*bao gồm các học phần Giáo dục Quốc phòng và An ninh (GDQP&AN), Giáo dục thể chất (GDTC), Ngoại ngữ căn bản, Tin học căn bản*) là học phần mà SV phải hoàn thành nhưng kết quả học phần không dùng để tính điểm trung bình chung tích lũy (ĐTBCTL); ngoài ra, điểm học phần GDTC không dùng để tính điểm trung bình chung học kỳ (ĐTBCHK) và điểm trung bình chung năm học (ĐTBCNH).",,quychehocvu.md,True
R74,Một tín chỉ tương đương bao nhiêu giờ học tập định mức của sinh viên?,academic_rules,"a) Một (01) TC được tính tương đương 50 giờ học tập định mức của SV, bao gồm cả thời gian dự giờ giảng, giờ học có hướng dẫn, tự học, nghiên cứu, trải nghiệm và dự kiểm tra, đánh giá.",,quychehocvu.md,True
R75,Sinh viên được đăng ký tối đa bao nhiêu tín chỉ trong một học kỳ?,academic_rules,1. Sinh viên được đăng ký học tối đa 20 TC/HK.,,quychehocvu.md,True
R76,"Nếu thấy việc học khó khăn, sinh viên được rút bớt học phần chậm nhất vào thời điểm nào và học phần rút nhận điểm gì?",academic_rules,"- Chậm nhất là tuần lễ thứ 6 của HK nếu thấy việc học khó khăn có thể dẫn đến kết quả kém, SV có thể rút bớt học phần đã đăng ký nhưng không được trả lại học phí. Muốn rút bớt học phần, SV vào hệ thống quản lý trực tuyến của Trường ĐHCT để thực hiện. Những học phần đã rút sẽ nhận điểm W trong bảng điểm của HK đó.",,quychehocvu.md,True
R77,"Lớp học phần có ít hơn bao nhiêu sinh viên đăng ký sẽ bị Trường xóa, trừ trường hợp đặc biệt?",academic_rules,"1. Xóa lớp học phần: Trường ĐHCT sẽ xóa những lớp học phần có số lượng đăng ký ít hơn 20 SV, những trường hợp đặc biệt do Hiệu trưởng quyết định. Trong tuần đầu HK, những SV đã đăng ký các học phần bị xóa do không đủ điều kiện mở lớp được phép đăng ký học phần khác để thay thế (*trừ các học phần thực hành, thí nghiệm, thực tập tại cơ sở, GDQP&AN, GDTC*).",,quychehocvu.md,True
R78,Nếu một học phần bắt buộc bị điểm F thì sinh viên phải xử lý thế nào?,academic_rules,"1. Các học phần có điểm F sẽ không được tích lũy. Nếu là học phần bắt buộc SV phải đăng ký học lại những học phần này; nếu là học phần tự chọn, SV có thể đăng ký học lại hoặc chọn học phần tự chọn khác.",,quychehocvu.md,True
R79,Sinh viên xin nghỉ học tạm thời vì lý do cá nhân phải đáp ứng điều kiện gì?,academic_rules,"d) Vì lý do cá nhân (*hoàn cảnh gia đình neo đơn, việc riêng,...*). Trường hợp này chỉ giải quyết khi SV đã học ít nhất 1 HK ở Trường ĐHCT, không thuộc các trường hợp bị xem xét buộc thôi học hoặc xem xét kỷ luật. Thời gian nghỉ học tạm thời trong trường hợp này được tính vào thời gian học tập tối đa để hoàn thành CTĐT theo quy định tại Điều 5 của Quy định này.",,quychehocvu.md,True
R80,Sinh viên bị cảnh báo học tập khi ĐTBCHK dưới mức nào ở học kỳ đầu và các học kỳ tiếp theo?,academic_rules,"a) Có ĐTBCHK đạt dưới 0,80 đối với HK đầu của khóa học, dưới 1,00 đối với các HK tiếp theo.",,quychehocvu.md,True
R81,"Đối với học phần lý thuyết hoặc lý thuyết kết hợp thực hành, thi kết thúc học phần có bắt buộc không?",academic_rules,"1. Học phần lý thuyết hoặc học phần lý thuyết kết hợp thực hành: điểm học phần được đánh giá qua tối thiểu hai điểm thành phần như: điểm bài tập, điểm kiểm tra giữa kỳ, điểm thực hành, điểm đánh giá nhận thức, điểm tham gia thảo luận, điểm chuyên cần, điểm đồ án,... và điểm thi kết thúc học phần. Thi kết thúc học phần là bắt buộc. Phương pháp đánh giá học phần được công bố trong đề cương chi tiết học phần. Tổ chức kỳ thi kết thúc học phần; đề thi và đáp án đề thi kết thúc học phần thực hiện theo hướng dẫn và quy định hiện hành của Trường ĐHCT.",,quychehocvu.md,True
R82,Đánh giá trực tuyến thông thường được đóng góp tối đa bao nhiêu phần trăm trọng số tổng điểm học phần?,academic_rules,"4. Hình thức đánh giá trực tuyến được áp dụng khi đảm bảo trung thực, công bằng và khách quan như đánh giá trực tiếp, đồng thời đóng góp không quá 50% trọng số tổng điểm học phần; riêng việc tổ chức bảo vệ và đánh giá luận văn tốt nghiệp được thực hiện trực tuyến với trọng số cao hơn khi đáp ứng thêm các điều kiện sau đây:",,quychehocvu.md,True
R83,Học phần được tính tích lũy khi đạt từ điểm chữ nào trở lên?,academic_rules,3. Học phần chỉ được tính tích lũy khi đạt từ điểm D trở lên.,,quychehocvu.md,True
R84,"Điểm M có được tính vào ĐTBCHK và ĐTBCTL không, và số tín chỉ của học phần điểm M có được tính tích lũy không?",academic_rules,"a) Điểm M (*tương đương điểm R của Thông tư 08/2021/TT-BGDĐT*): dùng để xác nhận học phần SV được miễn học do đã tích lũy được bằng các hình thức khác. Điểm M không được tính vào ĐTBCHK và ĐTBCTL. Số TC của học phần có điểm M được tính vào tổng số TC tích lũy. Để nhận điểm M, SV phải làm đơn có ý kiến của trưởng đơn vị đào tạo xem xét theo từng HK, kèm theo giấy tờ hợp lệ.",,quychehocvu.md,True
R85,Điểm I phải được bổ sung trong thời hạn tối đa bao lâu và nếu quá hạn chưa hoàn thành thi thì nhận điểm gì?,academic_rules,"b) Điểm I: chỉ áp dụng cho đánh giá kết thúc học phần. Dành cho các trường hợp SV đã dự học, dự các lần kiểm tra giữa HK, đã thực hiện các hoạt động liên quan đến học phần như thí nghiệm, thực hành nhưng vì lý do bất khả kháng như ốm đau, tai nạn,... đã vắng mặt trong buổi thi kết thúc học phần và được GV phụ trách học phần chấp thuận cho bổ sung điểm. Điểm I không được tính vào ĐTBCHK ở HK đó. Để nhận được điểm I, SV phải làm đơn kèm theo hồ sơ hợp lệ nộp cho GV giảng dạy học phần xem xét và trình trưởng đơn vị đào tạo duyệt. Thời hạn bổ sung điểm của học phần do GV quy định nhưng không quá 1 năm kể từ ngày thi lần trước. Quá thời hạn trên, nếu SV không hoàn thành thi học phần thì sẽ nhận điểm F.",,quychehocvu.md,True
R86,Kỳ thi kết thúc học phần được tổ chức bao nhiêu lần?,academic_rules,1. Kỳ thi kết thúc học phần được tổ chức 1 lần.,,quychehocvu.md,True
R87,"Điều kiện học tập chính để được xét công nhận tốt nghiệp gồm những gì về tín chỉ, ĐTBCTL và chuẩn đầu ra?",academic_rules,"a) Tích lũy đủ các học phần và số TC quy định trong CTĐT; ĐTBCTL của các học phần đạt từ 2,00 trở lên (*theo thang điểm 4*), đạt chuẩn đầu ra của CTĐT (*kể cả chuẩn đầu ra về ngoại ngữ và công nghệ thông tin*).
b) Hoàn thành các học phần điều kiện. Ngoài ra, điểm trung bình chung các học phần GDQP&AN phải đạt từ 5,0 trở lên (*theo thang điểm 10*). Riêng đối với SV chương trình chất lượng cao và chương trình tiên tiến phải có xác nhận đã tham gia nghiên cứu khoa học của Phòng Quản lý khoa học.",,quychehocvu.md,True
R88,"Nếu sau 2 ngày làm việc hệ thống chưa cập nhật đã đóng phí KTX học kỳ 3, sinh viên phải gửi gì đến đâu?",other,"Sinh viên **chuyển đúng số tài khoản thu phí KTX** *(chuyển nhầm SV tự đề nghị ngân hàng xử lý)*. Kiểm tra chính xác cú pháp *(mã số SV, số điện thoại)* trước khi thực hiện thao tác gửi. Nếu **sau 2 ngày làm việc**, hệ thống chưa cập nhật trạng thái **đã đóng phí** thì chụp biên lai đã chuyển khoản thành công gửi về Phòng Kế hoạch và Tài chính qua email: ptc@ctu.edu.vn để được cập nhật trạng thái đã đóng phí.",,tbdk_hk32526_llp.md,True
R89,Sinh viên muốn chuyển đổi chỗ KTX học kỳ 3 sau khi có kết quả sắp chỗ thì kết quả chuyển đổi được phản hồi trước ngày nào?,other,- Sau khi có **kết quả sắp chỗ từ 23/4/2026**. SV có thể xin chuyển đổi chỗ nếu chỗ ở chưa thích hợp. SV quét mã QR và điền thông tin chuyển đổi chỗ vào mẫu. Kết quả sẽ được phản hồi trước này 04/5/2026. QR code for room change,,tbdk_hk32526_llp.md,True
R90,Trường hợp nào trả chỗ KTX trước hạn có thể được hoàn phí?,other,- Sinh viên trả chỗ trước hạn **sẽ không được hoàn trả phí ở**. Chỉ hoàn trả phí cho trường hợp SV trả chỗ ở trong vòng 07 ngày kể từ ngày duyệt chỗ ở qua Hệ thống Quản lý KTX (*phải có lý do chính đáng*);,,tbdk_hk32526_llp.md,True
R91,"Khi đăng ký KTX theo nhóm ở học kỳ 1 năm học 2026-2027, các thành viên phải ghi nguyện vọng theo cú pháp nào?",other,"- Sau khi thực hiện thao tác đăng ký thành công qua HTQL, SV có thể ghi ngắn gọn nguyện vọng ở vào ô **Nguyện vọng ở** (*nhu cầu về chỗ ở, loại phòng, …*); Trường hợp SV đăng ký ở theo nhóm thì các thành viên trong nhóm ghi nguyện vọng ở theo cú pháp giống nhau (*để phân biệt nhóm*): **Mã SV đại diện nhóm – nhu cầu về chỗ ở.**",,072026_tb_dk1_2627_llp.md,True
R92,Sinh viên đăng ký mới KTX học kỳ 1 năm học 2026-2027 có thể đăng ký qua những kênh nào?,other,"- Đối với SV đăng ký mới *(SV chuyển từ trọ vào KTX)*. SV thực hiện đăng ký ở qua HTQL KTX của Trường bằng tài khoản SV tính từ ngày **phát hành thông báo hoặc khi có nhu cầu về chỗ ở** thì thực hiện đăng ký
có thể đăng ký qua email ktx@ctu.edu.vn hoặc trực tiếp tại Văn phòng Trung tâm Phục vụ Sinh viên *(TT. PVSV)*",,072026_tb_dk1_2627_llp.md,True
R93,"Những sinh viên đã nghỉ học, tạm ngừng học, tốt nghiệp, chuẩn bị xét tốt nghiệp hoặc không nộp phí phải trả chỗ trước ngày nào?",other,"- Sinh viên đã nghỉ học, tạm ngừng học, tốt nghiệp, chuẩn bị xét tốt nghiệp, SV không nộp phí ở theo thời gian thông báo **phải thực hiện trả chỗ trước ngày 21/8/2026.** SV tự làm vệ sinh giường, phòng ở trước khi trả chỗ hoặc thuê người dọn vệ sinh, tự thanh toán chi phí và báo về Văn phòng KTX trả chỗ, thanh toán các phí (*nếu có*).",,072026_tb_dk1_2627_llp.md,True
R94,Kết quả kiểm tra và thi cuối học kỳ của học sinh xét tuyển thẳng được chấm theo thang điểm nào và lấy số lẻ đến mức nào?,academic_rules,"a) Kết quả kiểm tra và thi cuối học kỳ được đánh giá theo thang điểm 10 và chỉ lấy số lẻ đến 0,5 điểm.",,2020_QD2734_quy-dinh-to-chuc-boi-duong-XTT2020_llp.md,True
R95,Bốn môn trong chương trình bổ sung kiến thức là những môn nào và mỗi môn có bao nhiêu tín chỉ?,academic_rules,"| 1 | Toán học | 90 | 90 | 180 | 12 |
| 2 | Ngữ văn | 90 | 90 | 180 | 12 |
| 3 | Tiếng Anh | 60 | 60 | 120 | 8 |
| 4 | Tin học | 60 | 60 | 120 | 8 |",,2020_QD2734_quy-dinh-to-chuc-boi-duong-XTT2020_llp.md,True
R96,"Khi vay vốn lần đầu và các năm tiếp theo, người học sử dụng mẫu phụ lục nào?",student_loan,| Thực hiện mẫu Phụ lục I | Thực hiện mẫu Phụ lục II |,,Q_29_STEM_288.md,True
R97,Học viên thạc sĩ và nghiên cứu sinh xin giấy xác nhận vay vốn tại đâu?,student_loan,"- Học viên thạc sĩ, nghiên cứu sinh thực hiện thủ tục cấp giấy xác nhận tại văn phòng Khoa Sau đại học.",,Q_29_STEM_288.md,True
